Time,Engine speed,AFR desired,02 Correction,Boost actual,Boost requested,Boost duty,Intake temp,TPS,Timing advance,Knock cyl 1,Knock cyl 2,Knock cyl 3,Knock cyl 4,Engine Load,Engine load spec.,Mass air flow,Coolant temp,Battery voltage,Injection time
10:26:52:9346,1160,,0.0,117.3,117.3,2.0,,4.3,3.8,0.00,0.00,0.00,0.00,16.5,,4.4,86.0,,
10:26:53:0868,1160,,0.0,117.3,117.3,2.0,,3.9,9.0,0.00,0.00,0.00,0.00,16.5,,4.3,86.0,,
10:26:53:1780,1160,,0.0,117.3,117.3,2.0,,3.9,9.0,0.00,0.00,0.00,0.00,16.5,,4.3,86.0,,
10:26:53:2596,1160,,0.0,117.3,117.3,2.0,,3.9,9.0,0.00,0.00,0.00,0.00,16.5,,4.3,86.0,,
10:26:53:3611,1200,,0.0,117.3,117.3,2.0,,3.9,9.0,0.00,0.00,0.00,0.00,16.5,,4.3,86.0,,
10:26:53:4626,1200,,0.0,117.3,117.3,2.0,,4.3,0.8,0.00,0.00,0.00,0.00,16.5,,4.4,86.0,,
10:26:53:6153,1200,,0.0,117.3,117.3,2.0,,4.3,0.8,0.00,0.00,0.00,0.00,16.5,,4.4,86.0,,
10:26:53:6961,1200,,0.0,118.0,118.0,2.0,,4.3,0.8,0.00,0.00,0.00,0.00,16.5,,4.4,86.0,,
10:26:53:8038,1200,,0.0,118.0,118.0,2.0,,4.3,0.8,0.00,0.00,0.00,0.00,16.5,,4.4,86.0,,
10:26:53:8993,1200,,0.0,118.0,118.0,2.0,,4.3,3.8,0.00,0.00,0.00,0.00,16.5,,4.3,86.0,,
10:26:54:0316,1200,,0.0,118.0,118.0,2.0,,4.3,3.8,0.00,0.00,0.00,0.00,16.5,,4.3,86.0,,
10:26:54:1230,1200,,0.0,117.3,117.3,2.0,,4.3,3.8,0.00,0.00,0.00,0.00,16.5,,4.3,86.0,,
10:26:54:1990,1200,,0.0,117.3,117.3,2.0,,4.3,3.8,0.00,0.00,0.00,0.00,16.5,,4.3,86.0,,
10:26:54:2958,1200,,0.0,117.3,117.3,2.0,,4.3,3.8,0.00,0.00,0.00,0.00,16.5,,4.3,86.0,,
10:26:54:3973,1200,,0.0,117.3,117.3,2.0,,4.3,3.8,0.00,0.00,0.00,0.00,16.5,,4.3,86.0,,
10:26:54:4989,1200,,0.0,117.3,117.3,2.0,,4.3,3.8,0.00,0.00,0.00,0.00,16.5,,4.3,86.0,,
10:26:54:5800,1200,,0.0,117.3,117.3,2.0,,4.3,3.8,0.00,0.00,0.00,0.00,16.5,,4.3,86.0,,
10:26:54:6715,1200,,0.0,117.3,117.3,2.0,,4.3,12.0,0.00,0.00,0.00,0.00,16.5,,4.3,86.0,,
10:26:54:7834,1200,,0.0,117.3,117.3,2.0,,4.3,12.0,0.00,0.00,0.00,0.00,16.5,,4.3,86.0,,
10:26:54:8849,1200,,0.0,121.1,121.1,2.0,,4.3,12.0,0.00,0.00,0.00,0.00,16.5,,4.3,86.0,,
10:26:55:0070,1280,,0.0,121.1,121.1,2.0,,4.3,12.0,0.00,0.00,0.00,0.00,16.5,,4.3,86.0,,
10:26:55:0898,1280,,0.0,121.1,121.1,2.0,,4.3,-9.8,0.00,0.00,0.00,0.00,16.5,,4.9,86.0,,
10:26:55:1728,1280,,0.0,121.1,121.1,2.0,,4.3,-9.8,0.00,0.00,0.00,0.00,16.5,,4.9,86.0,,
10:26:55:2384,1280,,0.0,119.5,119.5,2.0,,4.3,-9.8,0.00,0.00,0.00,0.00,15.8,,4.9,86.0,,
10:26:55:3227,1200,,0.0,119.5,119.5,2.0,,4.3,-9.8,0.00,0.00,0.00,0.00,15.8,,4.9,86.0,,
10:26:55:4234,1200,,0.0,119.5,119.5,2.0,,4.3,1.5,0.00,0.00,0.00,0.00,15.8,,4.6,86.0,,
10:26:55:5556,1200,,0.0,119.5,119.5,2.0,,4.3,1.5,0.00,0.00,0.00,0.00,15.8,,4.6,86.0,,
10:26:55:6403,1200,,0.0,118.0,118.0,2.0,,4.3,1.5,0.00,0.00,0.00,0.00,16.5,,4.6,86.0,,
10:26:55:7382,1200,,0.0,118.0,118.0,2.0,,4.3,1.5,0.00,0.00,0.00,0.00,16.5,,4.6,86.0,,
10:26:55:8194,1200,,0.0,118.0,118.0,2.0,,4.3,0.8,0.00,0.00,0.00,0.00,16.5,,4.5,86.0,,
10:26:55:9211,1200,,0.0,118.0,118.0,2.0,,4.3,0.8,0.00,0.00,0.00,0.00,16.5,,4.5,86.0,,
10:26:56:0513,1200,,0.0,118.0,118.0,2.0,,4.3,0.8,0.00,0.00,0.00,0.00,17.3,,4.5,86.0,,
10:26:56:1488,1200,,0.0,118.0,118.0,2.0,,4.3,0.8,0.00,0.00,0.00,0.00,17.3,,4.5,86.0,,
10:26:56:2306,1200,,0.0,118.0,118.0,2.0,,4.3,0.8,0.00,0.00,0.00,0.00,17.3,,4.5,86.0,,
10:26:56:3066,1200,,0.0,118.0,118.0,2.0,,4.3,0.8,0.00,0.00,0.00,0.00,17.3,,4.5,86.0,,
10:26:56:3914,1200,,0.0,118.0,118.0,2.0,,4.3,0.8,0.00,0.00,0.00,0.00,16.5,,4.5,86.0,,
10:26:56:5000,1200,,0.0,118.0,118.0,2.0,,4.3,0.8,0.00,0.00,0.00,0.00,16.5,,4.5,86.0,,
10:26:56:5844,1200,,0.0,118.0,118.0,2.0,,4.3,1.5,0.00,0.00,0.00,0.00,16.5,,4.4,86.0,,
10:26:56:6830,1200,,0.0,118.0,118.0,2.0,,4.3,1.5,0.00,0.00,0.00,0.00,16.5,,4.4,86.0,,
10:26:56:7742,1200,,0.0,118.0,118.0,2.0,,4.3,1.5,0.00,0.00,0.00,0.00,16.5,,4.4,86.0,,
10:26:56:8760,1200,,0.0,118.0,118.0,2.0,,4.3,1.5,0.00,0.00,0.00,0.00,16.5,,4.4,86.0,,
10:26:56:9574,1200,,0.0,118.0,118.0,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,86.0,,
10:26:57:0590,1200,,0.0,118.0,118.0,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,86.0,,
10:26:57:1283,1200,,0.0,118.0,118.0,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,86.0,,
10:26:57:2214,1200,,0.0,118.0,118.0,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,86.0,,
10:26:57:3028,1200,,0.0,118.0,118.0,2.0,,4.3,1.5,0.00,0.00,0.00,0.00,16.5,,4.4,86.0,,
10:26:57:3838,1200,,0.0,118.0,118.0,2.0,,4.3,1.5,0.00,0.00,0.00,0.00,16.5,,4.4,86.0,,
10:26:57:4855,1200,,0.0,118.0,118.0,2.0,,4.3,1.5,0.00,0.00,0.00,0.00,16.5,,4.4,86.0,,
10:26:57:5972,1200,,0.0,118.0,118.0,2.0,,4.3,1.5,0.00,0.00,0.00,0.00,16.5,,4.4,86.0,,
10:26:57:6784,1200,,0.0,118.0,118.0,2.0,,4.3,1.5,0.00,0.00,0.00,0.00,16.5,,4.4,86.0,,
10:26:57:7545,1200,,0.0,118.0,118.0,2.0,,4.3,1.5,0.00,0.00,0.00,0.00,16.5,,4.4,86.0,,
10:26:57:8478,1200,,0.0,118.0,118.0,2.0,,4.3,1.5,0.00,0.00,0.00,0.00,17.3,,4.4,86.0,,
10:26:57:9326,1200,,0.0,118.0,118.0,2.0,,4.3,1.5,0.00,0.00,0.00,0.00,17.3,,4.4,86.0,,
10:26:58:0543,1200,,0.0,118.0,118.0,2.0,,4.3,1.5,0.00,0.00,0.00,0.00,17.3,,4.4,86.0,,
10:26:58:1323,1200,,0.0,118.0,118.0,2.0,,4.3,1.5,0.00,0.00,0.00,0.00,17.3,,4.4,86.0,,
10:26:58:2008,1200,,0.0,118.0,118.0,2.0,,4.3,1.5,0.00,0.00,0.00,0.00,16.5,,4.4,86.0,,
10:26:58:2768,1200,,0.0,118.0,118.0,2.0,,4.3,1.5,0.00,0.00,0.00,0.00,16.5,,4.4,86.0,,
10:26:58:3568,1200,,0.0,118.0,118.0,2.0,,4.3,0.8,0.00,0.00,0.00,0.00,16.5,,4.5,86.0,,
10:26:58:4405,1200,,0.0,118.0,118.0,2.0,,4.3,0.8,0.00,0.00,0.00,0.00,16.5,,4.5,86.0,,
10:26:58:5624,1200,,0.0,118.0,118.0,2.0,,4.3,0.8,0.00,0.00,0.00,0.00,17.3,,4.5,86.0,,
10:26:58:6435,1200,,0.0,118.0,118.0,2.0,,4.3,0.8,0.00,0.00,0.00,0.00,17.3,,4.5,86.0,,
10:26:58:7450,1200,,0.0,118.0,118.0,2.0,,4.3,0.0,0.00,0.00,0.00,0.00,17.3,,4.5,86.0,,
10:26:58:8266,1200,,0.0,118.0,118.0,2.0,,4.3,0.0,0.00,0.00,0.00,0.00,17.3,,4.5,86.0,,
10:26:58:9078,1200,,0.0,118.0,118.0,2.0,,4.3,0.0,0.00,0.00,0.00,0.00,17.3,,4.5,86.0,,
10:26:58:9892,1200,,0.0,118.0,118.0,2.0,,4.3,0.0,0.00,0.00,0.00,0.00,17.3,,4.5,87.0,,
10:26:59:0830,1200,,0.0,118.0,118.0,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,17.3,,4.4,87.0,,
10:26:59:1818,1200,,0.0,118.0,118.0,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,17.3,,4.4,87.0,,
10:26:59:2835,1200,,0.0,118.0,118.0,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:26:59:3684,1200,,0.0,118.0,118.0,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:26:59:4665,1200,,0.0,118.0,118.0,2.0,,4.3,1.5,0.00,0.00,0.00,0.00,16.5,,4.5,87.0,,
10:26:59:5781,1200,,0.0,118.0,118.0,2.0,,4.3,1.5,0.00,0.00,0.00,0.00,16.5,,4.5,87.0,,
10:26:59:6596,1200,,0.0,117.3,117.3,2.0,,4.3,1.5,0.00,0.00,0.00,0.00,16.5,,4.5,87.0,,
10:26:59:7613,1200,,0.0,117.3,117.3,2.0,,4.3,1.5,0.00,0.00,0.00,0.00,16.5,,4.5,87.0,,
10:26:59:8425,1200,,0.0,117.3,117.3,2.0,,4.3,3.8,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:26:59:9441,1200,,0.0,117.3,117.3,2.0,,4.3,3.8,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:00:0508,1200,,0.0,117.3,117.3,2.0,,4.3,3.8,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:00:1472,1200,,0.0,117.3,117.3,2.0,,4.3,3.8,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:00:2285,1200,,0.0,117.3,117.3,2.0,,4.3,3.0,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:00:3095,1200,,0.0,117.3,117.3,2.0,,4.3,3.0,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:00:3881,1200,,0.0,117.3,117.3,2.0,,4.3,3.0,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:00:4826,1200,,0.0,117.3,117.3,2.0,,4.3,3.0,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:00:5842,1200,,0.0,117.3,117.3,2.0,,4.3,3.0,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:00:6652,1200,,0.0,117.3,117.3,2.0,,4.3,3.0,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:00:7466,1200,,0.0,117.3,117.3,2.0,,4.3,3.0,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:00:8279,1200,,0.0,117.3,117.3,2.0,,4.3,3.0,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:00:9088,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.3,87.0,,
10:27:00:9901,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.3,87.0,,
10:27:01:0908,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.3,87.0,,
10:27:01:1868,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.3,87.0,,
10:27:01:2589,1200,,0.0,117.3,117.3,2.0,,4.3,3.8,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:01:3388,1200,,0.0,117.3,117.3,2.0,,4.3,3.8,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:01:4173,1200,,0.0,117.3,117.3,2.0,,4.3,3.8,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:01:4973,1200,,0.0,117.3,117.3,2.0,,4.3,3.8,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:01:5922,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:01:6742,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:01:7542,1200,,0.0,118.0,118.0,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:01:8301,1160,,0.0,118.0,118.0,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:01:9133,1160,,0.0,118.0,118.0,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:01:9933,1160,,0.0,118.0,118.0,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:02:0989,1160,,0.0,118.0,118.0,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:02:1764,1200,,0.0,118.0,118.0,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:02:2565,1200,,0.0,118.0,118.0,2.0,,4.3,4.5,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:02:3383,1200,,0.0,118.0,118.0,2.0,,4.3,4.5,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:02:4203,1200,,0.0,117.3,117.3,2.0,,4.3,4.5,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:02:5062,1200,,0.0,117.3,117.3,2.0,,4.3,4.5,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:02:6076,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:02:6888,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:02:7687,1200,,0.0,118.0,118.0,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:02:8555,1200,,0.0,118.0,118.0,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:02:9355,1200,,0.0,118.0,118.0,2.0,,4.3,0.8,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:03:0149,1200,,0.0,118.0,118.0,2.0,,4.3,0.8,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:03:1068,1200,,0.0,117.3,117.3,2.0,,4.3,0.8,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:03:1907,1200,,0.0,117.3,117.3,2.0,,4.3,0.8,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:03:2708,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:03:3500,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:03:4286,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:03:5100,1160,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:03:6185,1160,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:03:6975,1160,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:03:7775,1160,,0.0,118.0,118.0,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:03:8592,1200,,0.0,118.0,118.0,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:03:9444,1200,,0.0,118.0,118.0,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:04:0494,1200,,0.0,118.0,118.0,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:04:1269,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:04:1950,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:04:2653,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:04:3419,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:04:4237,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:04:5016,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:04:6170,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:04:6981,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:04:7766,1200,,0.0,118.0,118.0,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:04:8608,1200,,0.0,118.0,118.0,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:04:9419,1200,,0.0,118.0,118.0,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:05:0438,1200,,0.0,118.0,118.0,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:05:1656,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:05:2673,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:05:3485,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:05:4297,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:05:5063,1200,,0.0,118.0,118.0,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:05:6127,1200,,0.0,118.0,118.0,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:05:7140,1200,,0.0,118.0,118.0,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.3,87.0,,
10:27:05:8158,1200,,0.0,118.0,118.0,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.3,87.0,,
10:27:05:8971,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.3,87.0,,
10:27:05:9983,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.3,87.0,,
10:27:06:1000,1200,,0.0,117.3,117.3,2.0,,4.3,3.8,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:06:2018,1200,,0.0,117.3,117.3,2.0,,4.3,3.8,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:06:2831,1200,,0.0,118.0,118.0,2.0,,4.3,3.8,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:06:3901,1200,,0.0,118.0,118.0,2.0,,4.3,3.8,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:06:4863,1200,,0.0,118.0,118.0,2.0,,4.3,1.5,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:06:6079,1200,,0.0,118.0,118.0,2.0,,4.3,1.5,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:06:6892,1200,,0.0,117.3,117.3,2.0,,4.3,1.5,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:06:7908,1200,,0.0,117.3,117.3,2.0,,4.3,1.5,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:06:8927,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:07:0145,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:07:1171,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:07:1971,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:07:2654,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:07:3496,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:07:4513,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:07:5324,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:07:6443,1200,,0.0,117.3,117.3,2.0,,4.3,3.0,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:07:7460,1200,,0.0,117.3,117.3,2.0,,4.3,3.0,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:07:8272,1200,,0.0,117.3,117.3,2.0,,4.3,3.0,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:07:9085,1200,,0.0,117.3,117.3,2.0,,4.3,3.0,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:07:9899,1200,,0.0,117.3,117.3,2.0,,4.3,1.5,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:08:1093,1200,,0.0,117.3,117.3,2.0,,4.3,1.5,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:08:1893,1200,,0.0,117.3,117.3,2.0,,4.3,1.5,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:08:2945,1200,,0.0,117.3,117.3,2.0,,4.3,1.5,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:08:4136,1200,,0.0,117.3,117.3,2.0,,4.3,3.8,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:08:5139,1200,,0.0,117.3,117.3,2.0,,4.3,3.8,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:08:6195,1200,,0.0,117.3,117.3,2.0,,4.3,3.8,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:08:7010,1200,,0.0,117.3,117.3,2.0,,4.3,3.8,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:08:7736,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.3,87.0,,
10:27:08:8736,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.3,87.0,,
10:27:08:9748,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.3,87.0,,
10:27:09:0766,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.3,87.0,,
10:27:09:1827,1200,,0.0,117.3,117.3,2.0,,3.9,3.8,0.00,0.00,0.00,0.00,16.5,,4.2,87.0,,
10:27:09:2627,1200,,0.0,117.3,117.3,2.0,,3.9,3.8,0.00,0.00,0.00,0.00,16.5,,4.2,87.0,,
10:27:09:3408,1200,,0.0,117.3,117.3,2.0,,3.9,3.8,0.00,0.00,0.00,0.00,16.5,,4.2,87.0,,
10:27:09:4218,1200,,0.0,117.3,117.3,2.0,,3.9,3.8,0.00,0.00,0.00,0.00,16.5,,4.2,87.0,,
10:27:09:5031,1200,,0.0,117.3,117.3,2.0,,4.3,3.0,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:09:6356,1200,,0.0,117.3,117.3,2.0,,4.3,3.0,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:09:7168,1200,,0.0,118.0,118.0,2.0,,4.3,3.0,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:09:8184,1200,,0.0,118.0,118.0,2.0,,4.3,3.0,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:09:8997,1200,,0.0,118.0,118.0,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:09:9807,1200,,0.0,118.0,118.0,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:10:0825,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:10:1940,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:10:2753,1200,,0.0,117.3,117.3,2.0,,4.3,1.5,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:10:3539,1200,,0.0,117.3,117.3,2.0,,4.3,1.5,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:10:4481,1200,,0.0,117.3,117.3,2.0,,4.3,1.5,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:10:5395,1200,,0.0,117.3,117.3,2.0,,4.3,1.5,0.00,0.00,0.00,0.00,16.5,,4.4,87.0,,
10:27:10:6411,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.3,87.0,,
10:27:10:7430,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.3,87.0,,
10:27:10:8295,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.3,87.0,,
10:27:10:9154,1160,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.3,87.0,,
10:27:10:9967,1160,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.3,87.0,,
10:27:11:1034,1160,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.3,87.0,,
10:27:11:1805,1160,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.3,87.0,,
